Fecha|Total
2021-03-20|0.0
2021-03-21|0.0
2021-03-22|2545.55
2021-03-23|0.0
2021-03-24|521.0
2021-03-25|4263.0
2021-03-26|0.0
2021-03-27|0.0
2021-03-28|0.0
2021-03-29|0.0
2021-03-30|0.0
2021-03-31|0.0
2021-04-01|0.0
2021-04-02|0.0
2021-04-03|0.0
2021-04-04|0.0
2021-04-05|77524.94
2021-04-06|7127.26
2021-04-07|0.0
2021-04-08|5324.15
2021-04-09|2406.2
2021-04-10|0.0
2021-04-11|0.0
2021-04-12|8396.119999999999
2021-04-13|0.0
2021-04-14|7270.360000000001
2021-04-15|0.0
2021-04-16|2976.8900000000003
2021-04-17|0.0
2021-04-18|0.0
2021-04-19|0.0
2021-04-20|0.0
2021-04-21|5418.1
2021-04-22|4334.48
2021-04-23|4066.55
2021-04-24|0.0
2021-04-25|0.0
2021-04-26|0.0
2021-04-27|2321.9
2021-04-28|24770.95
2021-04-29|2299.0
2021-04-30|3905.01
2021-05-01|0.0
2021-05-02|0.0
2021-05-03|55157.8
2021-05-04|25752.42
2021-05-05|1421.0
2021-05-06|7436.419999999999
2021-05-07|14473.159999999998
2021-05-08|0.0
2021-05-09|0.0
2021-05-10|0.0
2021-05-11|8996.699999999999
2021-05-12|2321.9
2021-05-13|6457.84
2021-05-14|0.0
2021-05-15|0.0
2021-05-16|0.0
2021-05-17|0.0
2021-05-18|0.0
2021-05-19|0.0
2021-05-20|8684.5
2021-05-21|10593.0
2021-05-22|0.0
2021-05-23|0.0
2021-05-24|0.0
2021-05-25|705.77
2021-05-26|0.0
2021-05-27|10525.08
2021-05-28|4495.91
2021-05-29|0.0
2021-05-30|0.0
2021-05-31|4832.5
2021-06-01|71009.37000000001
2021-06-02|1016.52
2021-06-03|10010.56
2021-06-04|4388.13
2021-06-05|0.0
2021-06-06|0.0
2021-06-07|3251.58
2021-06-08|8977.11
2021-06-09|1682.68
2021-06-10|120.0
2021-06-11|4167.36
2021-06-12|0.0
2021-06-13|0.0
2021-06-14|22123.739999999998
2021-06-15|22290.24
2021-06-16|3195.9
2021-06-17|7772.33
2021-06-18|2500.0
2021-06-19|0.0
2021-06-20|0.0
2021-06-21|0.0
2021-06-22|5440.780000000001
2021-06-23|2406.2
2021-06-24|358.98
2021-06-25|4615.48
2021-06-26|0.0
2021-06-27|0.0
2021-06-28|27655.43
2021-06-29|12339.619999999999
2021-06-30|4605.39
2021-07-01|70286.46
2021-07-02|61687.68
2021-07-03|0.0
2021-07-04|0.0
2021-07-05|0.0
2021-07-06|27157.05
2021-07-07|725.52
2021-07-08|3223.04
2021-07-09|0.0
2021-07-10|0.0
2021-07-11|0.0
2021-07-12|18247.97
2021-07-13|0.0
2021-07-14|0.0
2021-07-15|3657.2
2021-07-16|1380.94
2021-07-17|0.0
2021-07-18|0.0
2021-07-19|18890.32
2021-07-20|19905.93
2021-07-21|9375.6
2021-07-22|0.0
2021-07-23|120.0
2021-07-24|0.0
2021-07-25|0.0
2021-07-26|12653.16
2021-07-27|4438.8
2021-07-28|2089.71
2021-07-29|1667.77
2021-07-30|2511.8
2021-07-31|0.0
2021-08-01|0.0
2021-08-02|11481.56
2021-08-03|76642.08
2021-08-04|23379.66
2021-08-05|62908.02
2021-08-06|8489.72
2021-08-07|0.0
2021-08-08|0.0
2021-08-09|4906.360000000001
2021-08-10|5025.32
2021-08-11|10647.66
2021-08-12|3617.37
2021-08-13|0.0
2021-08-14|0.0
2021-08-15|0.0
2021-08-16|7541.889999999999
2021-08-17|0.0
2021-08-18|1196.0
2021-08-19|1752.45
2021-08-20|0.0
2021-08-21|0.0
2021-08-22|0.0
2021-08-23|6319.99
2021-08-24|0.0
2021-08-25|0.0
2021-08-26|1345.55
2021-08-27|12242.119999999999
2021-08-28|0.0
2021-08-29|0.0
2021-08-30|18690.91
2021-08-31|1640.0
2021-09-01|131499.5
2021-09-02|8129.49
2021-09-03|188808.36000000002
2021-09-04|0.0
2021-09-05|0.0
2021-09-06|219499.47
2021-09-07|6746.87
2021-09-08|26223.600000000002
2021-09-09|0.0
2021-09-10|16326.7
2021-09-11|0.0
2021-09-12|0.0
2021-09-13|3584.09
2021-09-14|6591.59
2021-09-15|1408.56
2021-09-16|0.0
2021-09-17|0.0
2021-09-18|0.0
2021-09-19|0.0
2021-09-20|12676.63
2021-09-21|885.17
2021-09-22|0.0
2021-09-23|4074.3500000000004
2021-09-24|-33529.0
2021-09-25|0.0
2021-09-26|0.0
2021-09-27|1700.0
2021-09-28|0.0
2021-09-29|0.0
2021-09-30|9941.84
2021-10-01|121740.32
2021-10-02|0.0
2021-10-03|0.0
2021-10-04|20944.9
2021-10-05|9407.97
2021-10-06|9631.35
2021-10-07|13359.53
2021-10-08|13294.369999999999
2021-10-09|0.0
2021-10-10|0.0
2021-10-11|2321.9
2021-10-12|2438.45
2021-10-13|120.0
2021-10-14|45963.11
2021-10-15|7149.33
2021-10-16|0.0
2021-10-17|0.0
2021-10-18|11089.32
2021-10-19|0.0
2021-10-20|40468.47
2021-10-21|-28137.01
2021-10-22|0.0
2021-10-23|0.0
2021-10-24|0.0
2021-10-25|0.0
2021-10-26|2534.11
2021-10-27|5429.98
2021-10-28|3336.1000000000004
2021-10-29|7665.11
2021-10-30|0.0
2021-10-31|0.0
2021-11-01|69570.78
2021-11-02|53731.53
2021-11-03|16421.05
2021-11-04|6608.98
2021-11-05|4838.59
2021-11-06|0.0
2021-11-07|0.0
2021-11-08|3049.93
2021-11-09|0.0
2021-11-10|5741.0
2021-11-11|14871.85
2021-11-12|0.0
2021-11-13|0.0
2021-11-14|0.0
2021-11-15|0.0
2021-11-16|10231.400000000001
2021-11-17|0.0
2021-11-18|1148.75
2021-11-19|0.0
2021-11-20|0.0
2021-11-21|0.0
2021-11-22|7953.76
2021-11-23|5364.41
2021-11-24|0.0
2021-11-25|1615.21
2021-11-26|11925.04
2021-11-27|0.0
2021-11-28|0.0
2021-11-29|1079.0
2021-11-30|4178.73
2021-12-01|57556.06
2021-12-02|53494.63
2021-12-03|28986.72
2021-12-04|0.0
2021-12-05|0.0
2021-12-06|23262.809999999998
2021-12-07|3361.3500000000004
2021-12-08|7355.37
2021-12-09|11360.029999999999
2021-12-10|2615.9
2021-12-11|0.0
2021-12-12|0.0
2021-12-13|6762.639999999999
2021-12-14|10116.0
2021-12-15|11820.0
2021-12-16|4407.9
2021-12-17|5801.38
2021-12-18|0.0
2021-12-19|0.0
2021-12-20|4205.12
2021-12-21|891.54
2021-12-22|0.0
2021-12-23|12045.880000000001
2021-12-24|0.0
2021-12-25|0.0
2021-12-26|0.0
2021-12-27|473.37
2021-12-28|0.0
2021-12-29|0.0
2021-12-30|28778.29
2021-12-31|0.0
2022-01-01|0.0
2022-01-02|0.0
2022-01-03|0.0
2022-01-04|1225.8
2022-01-05|15656.18
2022-01-06|39173.090000000004
2022-01-07|15100.93
2022-01-08|0.0
2022-01-09|0.0
2022-01-10|0.0
2022-01-11|34262.37
2022-01-12|44998.19
2022-01-13|21805.86
2022-01-14|2212.5299999999997
2022-01-15|0.0
2022-01-16|0.0
2022-01-17|17894.05
2022-01-18|4450.139999999999
2022-01-19|0.0
2022-01-20|1225.8
2022-01-21|1973.62
2022-01-22|0.0
2022-01-23|0.0
2022-01-24|5774.4
2022-01-25|15261.33
2022-01-26|0.0
2022-01-27|0.0
2022-01-28|0.0
2022-01-29|0.0
2022-01-30|0.0
2022-01-31|30258.879999999997
2022-02-01|25934.56
2022-02-02|27104.91
2022-02-03|8869.84
2022-02-04|0.0
2022-02-05|0.0
2022-02-06|0.0
2022-02-07|0.0
2022-02-08|4908.24
2022-02-09|0.0
2022-02-10|87710.81
2022-02-11|13735.529999999999
2022-02-12|0.0
2022-02-13|0.0
2022-02-14|3648.29
2022-02-15|49366.81
2022-02-16|11802.04
2022-02-17|1279.61
2022-02-18|4908.24
2022-02-19|0.0
2022-02-20|0.0
2022-02-21|0.0
2022-02-22|21341.02
2022-02-23|1279.61
2022-02-24|3776.62
2022-02-25|1874.5
2022-02-26|0.0
2022-02-27|0.0
2022-02-28|0.0
2022-03-01|0.0
2022-03-02|37705.99
2022-03-03|1007.12
2022-03-04|25341.24
2022-03-05|0.0
2022-03-06|0.0
2022-03-07|21794.559999999998
2022-03-08|0.0
2022-03-09|3396.56
2022-03-10|69856.05
2022-03-11|94867.6
2022-03-12|0.0
2022-03-13|0.0
2022-03-14|75775.2
2022-03-15|37946.19
2022-03-16|2623.18
2022-03-17|11906.31
2022-03-18|4948.45
2022-03-19|0.0
2022-03-20|0.0
2022-03-21|0.0
2022-03-22|2856.3599999999997
2022-03-23|0.0
2022-03-24|7753.43
2022-03-25|7453.0
2022-03-26|0.0
2022-03-27|0.0
2022-03-28|523.28
2022-03-29|68217.81
2022-03-30|0.0
2022-03-31|5472.61
2022-04-01|31246.739999999998
2022-04-02|0.0
2022-04-03|0.0
2022-04-04|74386.65
2022-04-05|46355.66
2022-04-06|31810.36
2022-04-07|22271.85
2022-04-08|52115.42
2022-04-09|0.0
2022-04-10|0.0
2022-04-11|0.0
2022-04-12|0.0
2022-04-13|0.0
2022-04-14|0.0
2022-04-15|0.0
2022-04-16|0.0
2022-04-17|0.0
2022-04-18|0.0
2022-04-19|750.13
2022-04-20|16102.12
2022-04-21|3551.04
2022-04-22|11374.7
2022-04-23|0.0
2022-04-24|0.0
2022-04-25|41620.810000000005
2022-04-26|7972.7
2022-04-27|0.0
2022-04-28|1681.6
2022-04-29|4252.42
2022-04-30|0.0
2022-05-01|0.0
2022-05-02|66568.23
2022-05-03|59266.25
2022-05-04|50836.3
2022-05-05|36690.869999999995
2022-05-06|7650.139999999999
2022-05-07|0.0
2022-05-08|0.0
2022-05-09|24344.32
2022-05-10|0.0
2022-05-11|1311.6
2022-05-12|3547.08
2022-05-13|15588.98
2022-05-14|0.0
2022-05-15|0.0
2022-05-16|18278.37
2022-05-17|686.0
2022-05-18|7798.13
2022-05-19|14233.210000000001
2022-05-20|8510.58
2022-05-21|0.0
2022-05-22|0.0
2022-05-23|0.0
2022-05-24|4626.75
2022-05-25|0.0
2022-05-26|0.0
2022-05-27|0.0
2022-05-28|0.0
2022-05-29|0.0
2022-05-30|6075.23
2022-05-31|18862.09
2022-06-01|4527.87
2022-06-02|4389.74
2022-06-03|52469.24
2022-06-04|0.0
2022-06-05|0.0
2022-06-06|73732.07
2022-06-07|33363.28
2022-06-08|24312.75
2022-06-09|1143.61
2022-06-10|3208.33
2022-06-11|0.0
2022-06-12|0.0
2022-06-13|7080.629999999999
2022-06-14|21238.9
